family,b_gs,b_t,n_sc_on,n_sc_off,n_all_on,n_all_off,detected_frac_on,detected_frac_off,sigma_initial_mm,sigma_sc_off_mm,sigma_sc_on_mm,expansion_vs_no_sc_pct,expansion_vs_initial_pct,rms_particle_dx_mm,max_abs_particle_dx_mm,beam,power_kw,sigma_x_mm
injection_electrons,0,0.0,100031,100031,100031,100031,1.0,1.0,13.998112421837636,14.293692537407127,7.814537274830767,-45.32877173354729,-44.17434980276509,16.337015583417458,43.1904744651531,injection,200,14
injection_electrons,0,0.0,100031,100031,100031,100031,1.0,1.0,14.997977594826041,15.272769349424102,7.680933887541312,-49.70830952913631,-48.78686916967353,15.649046872140824,41.1877158359772,injection,200,15
injection_electrons,0,0.0,100031,100031,100031,100031,1.0,1.0,15.997842767814449,16.254582265644306,7.890228923728508,-51.458433106550515,-50.67941948021512,15.01553748947364,39.3364432054079,injection,200,16
injection_electrons,0,0.0,100031,100031,100031,100031,1.0,1.0,16.99770794080285,17.23861744058781,8.3923003171106,-51.31685968416946,-50.626870714933546,14.424960371017116,37.6265793269854,injection,200,17
injection_electrons,0,0.0,100031,100031,100031,100031,1.0,1.0,17.99757311379126,18.224326280489255,9.117882362042728,-49.96861765033134,-49.33826741864525,13.874775487274405,36.0464568561579,injection,200,18
injection_electrons,0,0.0,100031,100031,100031,100031,1.0,1.0,18.997438286779666,19.211512615336392,10.000845882443327,-47.94347492211657,-47.35687132405148,13.36123697285159,34.4587463477466,injection,200,19
injection_electrons,0,0.0,100031,100031,100031,100031,1.0,1.0,19.99730345976807,20.199890984710297,10.993667178415677,-45.57561133999681,-45.024251892093936,12.88344981999507,33.2404540145236,injection,200,20
injection_electrons,100,0.01,100031,100031,100031,100031,1.0,1.0,2.999595518965177,3.0007003189887134,3.2012913786954873,6.684808157529587,6.7241019149106185,2.1871683681574647,11.0184204916998,injection,200,3
injection_electrons,100,0.01,100031,100031,100031,100031,1.0,1.0,3.9994606919535824,4.000561026735511,3.8852975691971046,-2.8811823333804276,-2.8544629276182176,2.269904498002138,11.890681813036101,injection,200,4
injection_electrons,100,0.01,100031,100031,100031,100031,1.0,1.0,4.999325864941988,5.000437158830422,4.779450595756121,-4.419344870359088,-4.398098366176795,2.1716766846210125,10.658629409788501,injection,200,5
injection_electrons,100,0.01,100031,100031,100031,100031,1.0,1.0,5.999191037930394,6.000377238286315,6.040189172615764,0.663490523152821,0.6833943847788237,1.9880652853127934,9.524121192333,injection,200,6
injection_electrons,100,0.01,100031,100031,100031,100031,1.0,1.0,6.9990562109187975,7.000302487847106,7.4934865252741405,7.0451818086893825,7.064242655802833,1.776020924991395,9.9279413689123,injection,200,7
injection_electrons,100,0.01,100031,100031,100031,100031,1.0,1.0,7.998921383907205,8.000281135354236,8.868898064670644,10.857330069038218,10.876174911703963,1.617834558841664,9.0518178620377,injection,200,8
injection_electrons,100,0.01,100031,100031,100031,100031,1.0,1.0,8.99878655689561,9.000157224901317,10.104577204446997,12.27111873657063,12.288219534488686,1.5613515180128021,8.248858386504999,injection,200,9
injection_electrons,100,0.01,100031,100031,100031,100031,1.0,1.0,9.998651729884015,9.999928557309948,11.22877217243289,12.288523943750151,12.302863183765922,1.5479581711326789,7.5848924787159,injection,200,10
injection_electrons,100,0.01,100031,100031,100031,100031,1.0,1.0,10.998516902872419,10.999807028716148,12.275747624258914,11.599663450565888,11.61275408917113,1.5311962951002107,6.438694698850299,injection,200,11
injection_electrons,100,0.01,100031,100031,100031,100031,1.0,1.0,11.998382075860826,11.999754273747099,13.275722384781753,10.63328533173551,10.64593793433839,1.5004026424626058,6.1023391819158,injection,200,12
injection_electrons,100,0.01,100031,100031,100031,100031,1.0,1.0,12.998247248849232,12.999688474448961,14.243738473068065,9.569844701004172,9.58199363632739,1.4526752202597129,4.9628460109471,injection,200,13
injection_electrons,100,0.01,100031,100031,100031,100031,1.0,1.0,13.998112421837636,13.999586995489386,15.194447396856713,8.534968936957267,8.546402107420882,1.3940753784438447,4.246111435223401,injection,200,14
injection_electrons,100,0.01,100031,100031,100031,100031,1.0,1.0,14.997977594826041,14.999235323208943,16.134443165199716,7.568438107202824,7.577458781947577,1.3285942963201325,4.1057167453154975,injection,200,15
injection_electrons,100,0.01,100031,100031,100031,100031,1.0,1.0,15.997842767814449,15.999168392242552,17.06970878286742,6.691225221080455,6.7000659439497845,1.259290819841344,3.9704467594473005,injection,200,16
injection_electrons,100,0.01,100031,100031,100031,100031,1.0,1.0,16.99770794080285,16.99907140606104,18.00409776972187,5.912242731697015,5.92073844558294,1.1894723780658032,3.551572396575402,injection,200,17
injection_electrons,100,0.01,100031,100031,100031,100031,1.0,1.0,17.99757311379126,17.99898648791443,18.938516065688685,5.219902678437527,5.228165741837687,1.1201650566391366,3.4703998258496984,injection,200,18
injection_electrons,100,0.01,100031,100031,100031,100031,1.0,1.0,18.997438286779666,18.999150179959305,19.874769482528073,4.608728781418803,4.618155261275114,1.0525790642189787,3.3952399344432997,injection,200,19
injection_electrons,100,0.01,100031,100031,100031,100031,1.0,1.0,19.99730345976807,19.99901402331926,20.813541819718452,4.072839768247771,4.081742128845245,0.9875892549224727,3.325570962672799,injection,200,20
injection_electrons,200,0.02,100031,100031,100031,100031,1.0,1.0,2.999595518965177,3.001663623230289,3.0738520908484617,2.4049486111467067,2.475552834166872,0.976339079777077,4.8693875278722,injection,200,3
injection_electrons,200,0.02,100031,100031,100031,100031,1.0,1.0,3.9994606919535824,4.001361158294975,4.037527641342337,0.9038545039202095,0.9518020633467072,0.8520526022935995,4.357601936338499,injection,200,4
injection_electrons,200,0.02,100031,100031,100031,100031,1.0,1.0,4.999325864941988,5.001085563989288,5.0470063338379445,0.9182160405195372,0.953737967559154,0.729759576466682,4.1136596479391,injection,200,5
injection_electrons,200,0.02,100031,100031,100031,100031,1.0,1.0,5.999191037930394,6.000925225128742,6.067522154573543,1.109777691712055,1.1390055127619592,0.6263270034520788,4.608126629496899,injection,200,6
injection_electrons,200,0.02,100031,100031,100031,100031,1.0,1.0,6.9990562109187975,7.000834662580753,7.078807650005834,1.1137670175507042,1.1394599026454566,0.5468388091157886,4.1479786354732004,injection,200,7
