family,b_gs,b_t,n_sc_on,n_sc_off,n_all_on,n_all_off,detected_frac_on,detected_frac_off,sigma_initial_mm,sigma_sc_off_mm,sigma_sc_on_mm,expansion_vs_no_sc_pct,expansion_vs_initial_pct,rms_particle_dx_mm,max_abs_particle_dx_mm,species,species_label,beam,power_kw,sigma_x_mm
injection_ions,0,0.0,94646,99988,99988,99988,0.9465735888306597,1.0,6.0525755744761645,5.989107994997211,50.05817023095368,735.820130022167,727.0556825766871,50.09218873824491,127.5804319579685,ions,H₂⁺,injection,300,6
injection_ions,0,0.0,97849,99988,99988,99988,0.9786074328919471,1.0,7.025763959579222,6.987292660830085,48.70410232580639,597.0382477155376,593.2214433335918,48.610867116929356,130.03970666563,ions,H₂⁺,injection,300,7
injection_ions,0,0.0,99973,99988,99988,99988,0.9998499819978397,1.0,7.985850833889689,7.98547732666296,46.86988282053445,486.93902572409957,486.91157392562286,45.99319389949535,133.2960966513527,ions,H₂⁺,injection,300,8
injection_ions,0,0.0,99988,99988,99988,99988,1.0,1.0,8.983661992495835,8.983661992495835,43.700593861134195,386.44521463115876,386.44521463115876,36.465432200753945,94.2874391355189,ions,H₂⁺,injection,300,9
injection_ions,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,41.33892192486574,314.14102359880604,314.14102359880604,33.12579897356196,85.2446603217735,ions,H₂⁺,injection,300,10
injection_ions,0,0.0,99988,99988,99988,99988,1.0,1.0,10.980031324161585,10.980031324161585,39.60105877936838,260.664351587287,260.664351587287,30.406681429313075,77.8387634408312,ions,H₂⁺,injection,300,11
injection_ions,0,0.0,99988,99988,99988,99988,1.0,1.0,11.97821598999446,11.97821598999446,38.32853870758874,219.9853696043301,219.9853696043301,28.150359196336474,71.7413157123986,ions,H₂⁺,injection,300,12
injection_ions,0,0.0,99988,99988,99988,99988,1.0,1.0,12.976400655827335,12.976400655827335,37.40744034331762,188.27285266133478,188.27285266133478,26.242911925861385,66.9157317644314,ions,H₂⁺,injection,300,13
injection_ions,0,0.0,99988,99988,99988,99988,1.0,1.0,13.974585321660209,13.974585321660209,36.76076822468186,163.0544476171591,163.0544476171591,24.606727645374328,62.70254288307131,ions,H₂⁺,injection,300,14
injection_ions,0,0.0,99988,99988,99988,99988,1.0,1.0,14.972769987493084,14.972769987493084,36.329754997366514,142.63883722058875,142.63883722058875,23.183472987768013,58.989329393801,ions,H₂⁺,injection,300,15
injection_ions,0,0.0,99988,99988,99988,99988,1.0,1.0,15.970954653325961,15.970954653325961,36.075317366459025,125.88078264279785,125.88078264279785,21.934057119695378,55.8592464434215,ions,H₂⁺,injection,300,16
